Text,Questions,Answers
"රුසියානු (русский язык, russkiy yazyk, විශද [ruskʲɪj jɪzɨk] (සවන්)) නැගෙනහිර ස්ලාව් ජාතික භාෂා හා රුසියාව, බෙලරුස්, කසකස්තානය, කිරිගිස්තාන් සහ බොහෝ සුළු හෝ හඳුනා නොගත් ප්රදේශවල නිල භාෂාව වේ. එය යුක්රේනයේ නිල නොවන නමුත් බහුලව භාෂාව කථා, ලැට්වියාව, එස්ටෝනියාව, සහ අඩු තාක් දුරට, සෝවියට් සංගමය හා නැගෙනහිර යුරෝපීය කඳවුර හෝ හිටපු සහභාගී සංඝටක සමූහාන්ඩු වරක් බව අනෙක් රටවල් වේ. රුසියානු ඉන්දු-යුරෝපීය භාෂා පවුල අයත් නැගෙනහිර ස්ලාවික් භාෂා ජීවමාන සාමාජිකයන් තුනෙන් එකකි. පරණ නැගෙනහිර Slavonic ලියා උදාහරණ සිට 10 වන සියවස දක්වා සහතික කරනු ලැබේ.","[ 'කුමක්ද භාෂාව උප පවුලේ රුසියානු ද?', 'කෝ රුසියානු නිල භාෂාව ද?', 'කෝ රුසියානු ජනප්රිය නමුත් නිල භාෂාව ද?', 'කීයක් ජීවන නැගෙනහිර ස්ලාවික් භාෂා එහි? වේ', 'විට පරණ නැගෙනහිර Slavonic දී මුල්ම ලිඛිත ',' කුමක් රටවල යුක්රේන නිල කථා යුක්රේනියානු ද පුළුල් ලෙස නිල වශයෙන් කතා, නමුත් කොහෙද ද? ',' මොන වගේ භාෂාව Ukranian ද?? ','? ',' කරන්නේ පවුලේ කුමක්ද යුක්රේන ප්රථම නිල ලිඛිත විට අයත් යුක්රේනියානු? ','? ']","[[{ 'පෙළ' 'නැගෙනහිර ස්ලාව් ජාතික', 'answer_start': 86}], [{ 'පෙළ' 'රුසියාව, බෙලරුස්, කසකස්තානය, කිරිගිස්තාන් සහ බොහෝ සුළු හෝ හඳුනා නොගත් ප්රදේශයන්', 'answer_start': 135}], [{ 'පෙළ' 'යුක්රේනය, ලැට්වියාව, එස්ටෝනියාව', 'answer_start': 269}], [{ 'පෙළ' 'තුන්', 'answer_start': 516}], [{ 'පෙළ' '10 වන සියවස' 'answer_start': 627}], [], [], [], [], []]"
"එක්සත් ජනපදයේ ගුවන් හමුදාව (USAF) එක්සත් ජනපදය, සන්නද්ධ හමුදාවල ගුවන් යුද්ධයක් සේවා ශාඛා හා ඇමරිකානු නිල ඇඳුමෙන් සැරසුණු සේවා හතක් එකකි. එක්සත් ජනපදයේ යුද හමුදාවේ මුලින් කොටසක්, මෙහෙයුම් භාරව 1947 ජාතික ආරක්ෂක පනත යටතේ 1947 සැප්තැම්බර් මස 18 වන දින යුද හමුදාව වෙනම ශාඛා වශයෙන් පිහිටුවන ලදි එය පිහිටුවා ගත කිරීමට ද එක්සත් ජනපද හමුදාවට වඩාත් මෑත ශාඛා වන අතර, විශාලතම හා ලෝකයේ වඩාත් නවීන තාක්ෂණයෙන් හෙබි ගුවන් හමුදා එකක්. බලකායද න්යෂ්ටික වැලකී මෙහෙයුම්, විශේෂ මෙහෙයුම්, ගුවන් විශිෂ්ඨ, ගෝලීය ඒකාබද්ධ ISR, අභ්යවකාශ විශිෂ්ඨ, අණ හා පාලනය, සයිබර් අවකාශයේ විශිෂ්ඨ, පිරිස් කළමණාකරණය, ගෝලීය නිරවද්යතාව ප්රහාරක, ගොඩනැගිලි හවුල් ව්යාපෘති වේගවත් ගෝලීය සංචල හා Agile සටන් සහාය ලෙස එහි පධාන කාර්යයන් මැනවින් ආමන්ත්රනය.","[ 'මෙහෙයුම් භාරව කුමක්ද?', 'කීයක් නිල ඇඳුමෙන් සැරසුණු සේවා එක්සත් ජනපදයේ පවතින?', 'එක්සත් ජනපද යුද හමුදාවේ මෙහෙයුම් භාරව භේදය කළේ කවදාද?', 'මෙහෙයුම් භාරව පිහිටුවා පනත කුමක්ද?', 'එක් කුමක්ද මෙහෙයුම් භාරව කාර්යයන්? ']","[[{ 'පෙළ': 'answer_start' 'එක්සත් ජනපදය, සන්නද්ධ හමුදාවල ගුවන් යුද්ධයක් සේවා ශාඛාව': 38}], [{ 'පෙළ' 'සත්', 'answer_start': 121}], [{ ' පෙළ ': '18 සැප්තැම්බර් 1947', 'answer_start': 258}], [{ 'පෙළ' '1947 ජාතික ආරක්ෂක පනත', 'answer_start': 286}], [{ 'පෙළ' 'න්යෂ්ටික වැලකී මෙහෙයුම්' 'answer_start': 508}]]"
"LED මඟින් මෑත වර්ධනයන් පාරිසරික හා කාර්ය සාධක ආලෝකකරණය භාවිතා කළ සේවය කිරීමට ඉඩ. LED මඟින් අඩු ශක්ති පරිභෝජනය, දිගු කල්පැවැත්ම, වැඩි දියුණු කරන භෞතික ශක්තිය, කුඩා ප්රමාණය, සහ, වේගවත් මාරු ඇතුළු තාපදීප්ත විදුලි ආරංචි මාර්ග වැඩි බොහෝ වාසි ඇත. ආලෝක විමෝචක දියෝඩ දැන් ගුවන් සේවා ආලෝකකරණය, වාහන headlamps, වෙළඳ දැන්වීම්, සාමාන්ය ආලෝකකරණය, රථවාහන සංඥා, කැමරා කාන්තිය, දැල්වෙන ෙවෝල් ෙප්පර් ලෙස විවිධ ලෙස අයදුම්පත් තුළ භාවිතා වේ. 2015 [update] වන විට, කාමර ආලෝකකරණය සඳහා LED මඟින් බලවත් තරම් ඊට වඩා තරමක් මිල අධික සිටින අතර සංසන්දනාත්මක නිමැවුම් සංයුක්ත ප්රතිදීප්ත පහන් ආරංචි මාර්ග වැඩි නිශ්චිත වත්මන් සහ තාපය කළමනාකරණය, අවශ්ය වේ.","[ 'වායුගෝලය කුමන ආකාරයේ LED හැකි ආලෝක භාවිතා කළ?', 'කුමක්ද සාමාන්ය ආලෝක ප්රභව කට LED ආලෝකකරණයේ භාවිතා වාසියක් ද?', 'මොකක්ද? ස්ථාවරය LED ​​නැත', 'ඇයි සමහර අය LED ​​ආලෝකකරණයේ භාවිතා කිරීමට පසුබට වේ ? ',' LED ආලෝකකරණයේ සඳහා ජනප්රිය භාවිතය ද? මොකක්ද, ""වායුගෝලයේ කුමන ආකාරයේ LED නොහැකි ආලෝකය භාවිතා කළ?"", 'මොකක්ද සාමාන්ය ආලෝක ප්රභව පුරා නොවන LED ආලෝකකරණයේ භාවිතා වාසියක් ද?', ' කුමක් සඳහා LEED ස්ථාවරය කරන්නේ? ', ""ඒ ඇයි සමහර අය LED ​​ආලෝකකරණයේ භාවිතා කිරීමට පසුබට ද?"",' නොවන LED දැල්වීම සඳහා ජනප්රිය භාවිතය යනු කුමක්ද? ']","[[{ 'පෙළ' 'පාරිසරික', 'answer_start': 54}], [{ 'පෙළ' 'දිගු කල්පැවැත්ම', 'answer_start': 181}], [{ 'පෙළ' 'ආලෝක විමෝචක දියෝඩ' 'answer_start': 264}], [{ 'පෙළ' 'වඩා මිල අධික', 'answer_start': 531}], [{ 'පෙළ' 'වාහන තදබදය සංඥා', 'answer_start': 401}], [], [], [], [], []]"
"""මහත් බලය"" යන වචනය මුලින්ම පශ්චාත් නැපෝලියානු යුගය තුළ යුරෝපයේ වඩාත්ම වැදගත් බලවතුන් නියෝජනය කිරීම සඳහා භාවිතා කරන ලදී. ""මහා බලතල"" ""යුරෝපයේ ප්රසංගය 'නියෝජනය සහ පශ්චාත් යුද කාලීන ගිවිසුම් ඒකාබද්ධ ක්රියාත්මක කිරීමේ අයිතිය ඇත. කුඩා බලතල සහ මහා බලවතුන් අතර අංශය විධිමත් කිරීම එතැන් පටන් 1814. දී Chaumont ගිවිසුම අත්සන් සමග ගැන පැමිණ, බලය ජාත්යන්තර ඉතිරි බොහෝ අවස්ථාවල, බොහෝ නාටකාකාර ලෙස ලෝක යුද්ධය, II වන ලෝක යුද්ධයේ දී මාරු කර ඇත. සමහර ජාතීන් පුළුල් ලෙස මහ බලවතුන් බව සැලකේ අතර, ඔවුන් කිසිදු නිශ්චිත ලැයිස්තුව නැත. සාහිත්යය, මහා බලය සඳහා විකල්ප යෙදුම් බොහෝ විට ලෝක බලය හෝ ප්රධාන විදුලි, නමුත් මෙම කොන්දේසි ද සුපිරි බලවතා සමග හුවමාරු කර ගත හැකි ගත හැක.","[ 'පළමු මහා බලවතුන්ගේ හිටි ද? පශ්චාත් නැපෝලියානු යුගය තුළ,' 'කුමක් කුඩා බලතල සහ මහා බලවතුන්ගේ අංශය විධිමත් කිරීම ද?', '2 යුද්ධ වඩාත් විශ්මයජනක බලය මාරුව තුලනය දේ තුළ?', 'මහා විදුලිබල සඳහා තවත් කාලීන යනු කුමක්ද?', 'ඇයි පළමු භාවිතා කරන කාලීන විධිමත් කිරීම සහ බෙදීම ද? ',' බලය ජාත්යන්තර ශේෂ නිල වශයෙන් කුඩා හා මහ බලවතුන් අතර බෙදීම නිර්මාණය ද? ',' අත්සන් බලතල නිශ්චිත ලැයිස්තුව දේ වසරේ දී? ',' පශ්චාත් නැපෝලියානු යුගය බල තුලනය නාටකාකාර ලෙස මාරු කර ඇති ද? '', 'බලය ජාත්යන්තර ශේෂ වෙනුවට භාවිතා තවත් ධූර යනු කුමක්ද?']","[[{ 'පෙළ' 'Chaumont ගිවිසුම', 'answer_start': 349}], [{ 'පෙළ' 'යුරෝපයේ', 'answer_start': 166}], [{ 'පෙළ' 'ලෝක මහා සංග්රාමය හා දෙවන ලෝක යුද්ධය ',' answer_start ': 477}], [{' පෙළ '' සුපිරි බලවතා ',' answer_start ': 741}], [], [], [], [], []]"
"පක්ෂීන් (Aves) පිහාටු මගින් සංලක්ෂිත තාප අවශෝෂක පෘෂ්ඨවංශීන් පිරිසක්, වන අතර, දත් නැති අවදියක රාජ්ය, දෘඪ-ෂෙල් වෙඩි ප්රහාර එල්ල බිත්තර තැබීමේ, beaked ඉහළ පරිවෘත්තීය අනුපාතය, සිව් chambered හදවත, සහ සැහැල්ලු නමුත් ශක්තිමත් ඇටසැකිල්ලක්. 5 සෙ.මී. මී hummingbird (2) සිට මීටර් 2.75 ක් (අඩි 9) පැස්බරා කිරීමට පක්ෂීන් ප්රමාණයෙන් සජීවී ලොව පුරා හා පරාසය. ඔවුන් බොහෝ ජීවන විශේෂ සමග tetrapods පන්ති ලෙස නිලය, ආසන්න වශයෙන් දස දහසක් දී, තවත් මේ වීම passerines, සමහර විට songbirds ලෙස, අඩු නිවැරදිව කුරුල්ලන් perching හෝ, ලෙස හඳුන්වන හරි අඩකට වඩා සමඟ.","[ 'කුමක්ද තාප අවශෝෂක පෘෂ්ඨවංශීන් පිරිසක් පිහාටු ලක්ෂණ වන්නේ, නාකි හනු beaked?', 'කුමක්ද කුඩාම පක්ෂි ද?', 'කුමක්ද විශාලතම කුරුල්ලා ද?', 'කුඩාම පක්ෂි ප්රමාණය කුමක්ද?', ' විශාලතම කුරුල්ලා ප්රමාණය කුමක්ද? ']","[[{ 'පෙළ' 'පක්ෂීන්', 'answer_start': 0}], [{ 'පෙළ' 'මී මැසි hummingbird', 'answer_start': 282}], [{ 'පෙළ' 'පැස්බර', 'answer_start ': 319}], [{' පෙළ '' 5 සෙ.මී. ',' answer_start (2) ': 270}], [{' පෙළ '' 2.75 m (අඩි 9) ',' answer_start ': 305} ]]"
"කුයීන් (චීන: 清朝; පින්යින්: Qīng Cháo; වේඩ්-Giles: Ch'ing Ch'ao; IPA: [tɕʰíŋ tʂʰɑ̌ʊ̯]), නිල වශයෙන් මහා Qing (චීන: 大 清; පින්යින්: da Qīng), ද කැඳවා මහා Qing අධිරාජ්යය, හෝ Manchu රාජ වංශය, චීනය අවසන් අධිරාජ්ය රාජ වංශය, අසාර්ථක යළි 1917 දී එය මින්ග් රාජවංශය විසින් පෙර සහ චීන ජනරජයේ පත් විය විය කෙටි සමග 1644 සිට 1912 දක්වා පාලක. වූ Qiug බහු-සංස්කෘතික අධිරාජ්යය තුනකට ආසන්න සියවස් පැවති අතර නූතන චීන රාජ්ය සඳහා භෞමික පදනම පිහිටුවා ගත්හ.","[ '' එම Manchu පෙර පාලනය කළ රාජ වංශය? මොකක්ද '' යි Manchu රාජවංශයට භාර ගත්තේ කුමක්ද රජය? ', තවත් කුමක්ද' යන Manchu රාජ වංශය පාලනය කළේ කවදාද? '' '' කුමක්ද පසුගිය චීන රජ පෙළපත ද? '', මෙම Manchu රාජවංශය සඳහා නම? ']","[[{ 'පෙළ' 'මහා Qing, හෝ Manchu රාජ වංශය', 'answer_start': 187}], [{ 'පෙළ' '1644 1912 දක්වා', 'answer_start': 274}], [{ 'පෙළ' : '' මිං ',' answer_start ': 354}], [{' පෙළ '' චීන සමූහාණ්ඩුව ',' answer_start ': 388}], [{' පෙළ '' Qing ',' answer_start ': 4}] ]"
"ඇමරිකාව ස්වදේශික ජනතාවට ඇමරිකාව පෙර කොළොම්බියානු වැසියන්ගේ පැවත එන්නන්. Pueblos indígenas (දේශීය ජනතාව) ස්පාඤ්ඤ භාෂාව කතා කරන රටවල පොදු කාලීන වේ. ""Amerindian"" ක්විබෙක්, මෙම Guianas, සහ ඉංග්රීසි භාෂාව කතා කරන කැරිබියානු භාවිතා වේ බැවින්ද Aborigen (ආදිවාසී / දේශීය), ආර්ජන්ටිනාව භාවිතා වේ. දේශීය ජනතාව පොදුවේ පළමු ජාතීන්ගේ සංවිධානය, උප්පත්තියෙන්ම, සහ Métis ජනයා ඇතුළත් ආදි වාසී ජනයා ලෙස කැනඩාවේ හඳුන්වනු ලැබේ. එක්සත් ජනපදයේ දේශීය ජනතාව පොදුවේ ස්වදේශීය ඇමරිකානුවන් හෝ ඇමරිකානු ඉන්දියානුවන් හා ඇලස්කාව ස්වදේශිකයන් ලෙස හඳුන්වනු ලැබේ.","[ 'ඇමරිකාව ආදිවාසීන් පැවත කවුද?', 'කතා කරන ස්වදේශික ජන සඳහා රටවල් ස්පාඤ්ඤ පොදු කාලීන යනු කුමක්ද?', 'කුමක්ද කාලීන ආර්ජන්ටිනාවේ මහද්වීපයක් මුල් ජනතා හැඳින්වීම සඳහා ද යොදා ගනී?' 'දී ක්විබෙක්, මෙම Guianas හා ස්ථාන ඉංග්රීසි කතා කරන කැරිබියානු, කුමක් ඇමරිකාව, දේශීය ජනතාව සඳහා වඩාත් කැමති කාලීන ද?', 'කොහොමද වඩාත් සුලබ එක්සත් ජනපද පුරවැසියන් විසින් සඳහන් ආදිවාසීන් ද?']","[[{ 'පෙළ' 'ඇමරිකාව කලින් කොළොම්බියානු වැසියන්', 'answer_start': 66}], [{ 'පෙළ' 'Pueblos indígenas', 'answer_start': 109}], [{ 'පෙළ': 'Aborigen', 'answer_start': 196}], [{ 'පෙළ' 'Amerindian', 'answer_start': 256}], [{ 'පෙළ' 'ඇමෙරිකානු ජාතිකයන්', 'answer_start': 524}]]"
"රතු තැඹිලි හා ප්රතිවිරුද්ධ දම් ආලෝකය ඊළඟ දෘශ්යමාන වර්ණාවලිය අවසානයේ පාට. රතු වර්ණ දළ වශයෙන් 620-740 නැනෝමීටර ක අතිප්රමුඛ ආලෝකය තරංග ආයාමය ඇත. රතු දෘෂ්ය ආලෝකය ආකලන ප්රාථමික වර්ණ රතු, කොළ, නිල් (RGB) වර්ණ පද්ධති සඳහා පරිගණක තිරය හෝ රූපවාහිනී තිරය මත ඇති සියලුම වර්ණ නිර්මාණය කිරීමට ඒකාබද්ධ කරන කොළ වර්ණ සහ නිල් සමග එක් වේ. රතු ද subtractive ප්රාථමික වර්ණ එක්, කහ සහ නිල් සමග, චිත්ර ශිල්පීන් සහ කලාකරුවන් විසින් භාවිතා කරන RYB වර්ණ අවකාශය සහ සාම්ප්රදායික වර්ණ රෝද වේ.","[, 'මොකක්ද වර්ණ අසල දෘශ්ය වර්ණාවලියේ රතු ඇත' රතු සොයාගෙන ද? කොහේද, ආලෝකය වර්ණාවලියේ මත, '' ආලෝකය කුමක්ද වර්ණාවලිය තුළ රතු? ',' රතු ප්රතිවිරුද්ධ දෘශ්ය වර්ණාවලියේ මත කොයි වර්ණ? ', ආලෝකය? ක ',' රතු, කහ හා නිල් වර්ණ ආකාරයේ මොනවාද? ',' පාට ප්රතිවිරුද්ධ තැඹිලි හා දෘශ්ය ආලෝකය වර්ණාවලිය මත දම් ඊළඟ යනු කුමක්ද? ',' නැනෝමීටර 640-720 ක අතිප්රමුඛ ආලෝකය තරංග ආයාමය ඇත්තේ කුමන ? ',' කුමක්ද RBG වෙනුවෙන් පෙනී කරන්නේ කුමක්ද? ']","[[{ 'පෙළ' 'දෘශ්ය ආලෝකය', 'answer_start': 47}], [{ 'පෙළ' 'වයලට්', 'answer_start': 89}], [{ 'පෙළ' '620-740 නැනෝමීටර' 'answer_start': 153}], [{ 'පෙළ' 'තැඹිලි', 'answer_start': 69}], [{ 'පෙළ' 'subtractive ප්රාථමික වර්ණ', 'answer_start': 409}], [], [], []]"
"ඊජිප්තුවේ, (i / iːdʒɪpt /; අරාබි: مصر මිස්ර්, ඊජිප්තු අරාබි: مصر Maṣr, කොප්ටික්: Ⲭⲏⲙⲓ Khemi), ඊජිප්තුවේ නිල වශයෙන් අරාබි ජනරජය, අප්රිකාවේ ඊසාන කෙළවරේ ඇදී යන transcontinental රට වන අතර, ආසියාවේ නිරිත දිග කෙළවරෙහි, හරහා සීනායි අර්ධද්වීපය විසින් පිහිටුවන භූමි පාලමක්. එය ලෝකයේ පමණක් යාබදව Eurafrasian ජාතියකි. වර්ග කිලෝමීටර 1,010,408 (වර්ග සැතපුම් .390,000) නයිල් නිම්නය තුළ බොරු ඊජිප්තුවේ භූමිය බොහෝ. ඊජිප්තුවේ මධ්යධරනී රටක්. එය ගාසා තීරයේ හා ඊශ්රායලය විසින් ඊසාන Aqaba බොක්කේ නැගෙනහිර රතු මුහුද නැගෙනහිර සහ දකුණු බටහිරින් දකුණු සහ ලිබියාව මායිම්,,, සුඩානය.","[ 'කුමක්ද මහද්වීප 2 ඊජිප්තුව හමුවීමට?' 'ආසියානු හා අප්රිකාව අතර කුමක්ද භූමි පාලමක්?', 'කොහොමද විශාල ඊජිප්තුවේ ද?', 'මුහුද, නැගෙනහිරින් ඊජිප්තුවට මායිම් කුමක්ද?', 'රටට දකුණු ඊජිප්තුවේ මායිම්? ']","[[{ 'පෙළ' 'අප්රිකාවේ සහ ආසියාවේ නිරිත දිග කෙළවරෙහි', 'answer_start': 191}], [{ 'පෙළ' 'සීනායි අර්ධද්වීපයේ', 'answer_start': 260}], [{ 'පෙළ' ' වර්ග කිලෝමීටර 1.010.408 ',' answer_start ': 360}], [{' පෙළ '' රතු මුහුද ',' answer_start ': 564}], [{' පෙළ '' සුඩානය ',' answer_start ': 595}]]"
"විචිත්ර 3 වන සහස්රයේ දී මෙසපොතේමියාවේ ආරම්භ දිගු ඉතිහාසයක් ඇත. ගල් කැටයක් මොසායික් Mycenean ග්රීසියේ Tiryns සිදු වූ බවත්; රටා සහ පින්තූර සමග මොසායික් පුරාණ ග්රීසියේ හා පැරණි රෝමයේ දෙකම, සම්භාව්ය කාලයේ පැතිර බවට පත් විය. 4 වන සියවසේ සිට මුල් කිතුනු බැසිලිකා සිට බිත්ති සහ සිවිලිම මොසායික් සරසා ඇත. 6 වන සිට 15 වන සියවස දක්වා, බයිසන්ටයින් අධිරාජ්යයේ විචිත්ර කලා මල් පල දැරීමක්; බව සම්ප්රදාය 12 වන සියවසේ දී, නැගෙනහිර-බලපෑම් වැනීසිය විසින්, සහ යුක්රේනයේ RUS අතර සිසිලි දී නෝමන් රාජ්යය විසින් සම්මත කර ගන්නා ලදී. රෆායෙල් වැනි කලාකරුවන් දිගටම පැරණි තාක්ෂණය පුහුණු වීමට වුවද විචිත්ර සිදු විලාසිතා, ඉන්පසු කාලවලදී පහත වැටී ඇත. රෝමානු සහ බයිසන්ටයින් බලපෑම යුදෙව්වන් මහලේ මොසායික් සමග මැද පෙරදිග 5 වන සහ 6 වන සියවසේ ධර්මශාලාවල සැරසීම සඳහා හේතු විය.","[ 'මෝසෙස්ගේ කුමක්ද සහස්රයේ ආරම්භ කළේ?', 'වගේ විචිත්ර මොන Tiryns සිදු කරනු ලැබ ඇත?', 'රෝම හැර යුදෙව් ජනතාව විසින් බලපෑම් ලැබුණේ කෙසේද කවුද?', 'ද නෝමන් දේ ඉතාලි නගරය රාජ්ය kingdomwas?', ' විට විලාසිතා විචිත්ර වැටීම සිදු වුණේ කොහොමද? ']","[[{ 'පෙළ' '3 වන සහස්රයේ', 'answer_start': 54}], [{ 'පෙළ' 'Pebble මොසායික්', 'answer_start': 77}], [{ 'පෙළ' 'බයිසන්ටයින්' 'answer_start': 695}], [{ 'පෙළ' '' සිසිලිය '', 'answer_start': 481}], [{ 'පෙළ' 'මෙම පුනරුද', 'answer_start': 599}]]"
"මුල් ලතින් වචනය ""universitas"" ""ආදිය, එකම ශරීරයට සම්බන්ධ පුද්ගලයන් ගණනාවක් ඇති සමාජයක, සමාගම, ප්රජාව, සංසඳය, සංස්ථා,"" පොදුවේ සඳහන් නාගරික නගරයේ ජීවිතය ඉස්මතු හා මධ්යතන වීමක් තිබිණි එම අවස්ථාවේ දී, ""ඔවුන් පිහිටා කරන ලද නගර සාමාන්යයෙන් අධිපතීන් විසින් නිකුත් කුලී විසින් සහතික සාමූහික නීතිමය අයිතිවාසිකම් සමඟ සිසුන් සහ ගුරුවරුන් සමිති, සමාගම්, හිමිවරුන්, හෝ"" විශේෂඥ මෙම විසින් දරනු ඇත පැමිණි පොදු යෙදුම. වෙනත් වීමක් තිබිණි මෙන්, ඔවුන් ස්වයං-නියාමන වූ අතර ඔවුන්ගේ සාමාජිකයන් සුදුසුකම් තීරණය.","[ 'භාෂාව සිට Universitas ආවේ කෙසේද?' '' 'කරුණු දෙකක් වචනය universitas පවතින බවට පත් කිරීමට ආරම්භ කළේ කුමක්ද? මුලදී පමණ', 'මොන universitas සමාන වීමක් තිබිණි සමග පොදු සිදු වුණේ ඇයි?', 'පුද්ගලයින් සාමාන්යයෙන් කුලී අනුමත කුමන universitas සඳහා ද? ',' කුමක්ද විශ්ව විද්යාල සඳහා කර ඇති මුල් ග්රීක් වචනය ද? ',' කුමක්ද වීමක් තිබිණි කිරීමට කුලී නිකුත් කවුද භූසියේ වැඩ ""universitas"" අදහස්? ',' කරන්නේ? ',' කොහොමද වීමක් විශ්ව විද්යාල වෙනස් වුණේ කොහොමද? ',' භාෂාව දේවල් දෙකක් පවතින බවට පත් කිරීමට යන වචනය ඉස්මතු ආරම්භ කළ දේ මුලදී පමණ ""ඉස්මතු"" ආවේ කොහෙන්ද? ',' කරන්නේ? ',' මොන ඉස්මතු පොදු සමාන වීමක් තිබිණි සමග පුද්ගලයින් සාමාන්යයෙන් අනුමත කුමන සිදු වුණේ ඇයි? ',' ජෙනරාල්වරු සඳහා කුලී? ',' කුලී විසින් කුමක් සහතික නැත? ']","[[{ 'පෙළ' 'ලතින්', 'answer_start': 13}], [{ 'පෙළ' 'නාගරික නගරයේ ජීවිතය සහ මධ්යතන යුගයේ වීමක් තිබිණි', 'answer_start': 195}], [{ 'පෙළ' 'ඔවුන් '' අධිපතීන්, නා හිමිවරුන් බැහැ ',' answer_start ': 353}], [], [], [], [], [], [: ස්වයං නියාමන', 'answer_start විය පෙළ' [{477}] ' ], [], [], []]"
"පොදු ආගමේ priesthoods ප්රභූව පන්ති සාමාජිකයන් විසින් පවත්වන ලදී. පැරණි රෝමයේ පල්ලිය හා රාජ්යය වෙන් කිරීමට කිසිදු ප්රතිපත්තියක් ප්රතිසම ඇති විය. රෝම ජනරජය (ක්රි.පූ 509-27) තුළ, රජයේ නිලධාරීන්, ද යහපැවැත්මට හා pontiffs ලෙස සේවය පිණිස තේරී පත් වූ එකම පිරිමි. පූජකවරු, විවාහ පවුල් මතු, සහ දේශපාලන ක්රියාකාරී ජීවිත විය. ඔහු කොන්සල් තේරී පත් විය පෙර ජුලියස් සීසර් විද් මැක්සිමස් බවට පත් විය. මෙම යහපැවැත්මට දෙවිවරුන්ගේ කැමැත්ත කියවා විශ්ව සාමය පිළිබිඹු ලෙස සීමා මායිම් පිළිබඳ ඇති ලකුණු අධීක්ෂණය, මේ අනුව, දිව්යමය ඉරණම පිළිබඳ කාරණයක් ලෙස රෝමානු ව්යාප්තවාදයට අනුමත. එහි හරය රෝම ජයග්රහනයක් ජයග්රාහී පොදු ගරුකළ හා සාධාරණ පාලනය මූර්තිමත් කරන දෙවිවරුන්ට තම කොල්ලය කොටසක් කැප විසින් පොදු යහපත සේවය කිරීමට ඔහු තුළ ඇති කැමැත්ත, විශේෂයෙන් බ්රහස්පති, ප්රදර්ශනය කරන ආගමික පෙරහැර විය. මෙම Punic යුද්ධ (ක්රි.පූ 264-146) ප්රතිඵලයක් වශයෙන්, රෝමයේ අධිපති බලය ලෙස තහවුරු කිරීමට වෙහෙස වන විට, නව විහාරස්ථාන බොහෝ දේවත්වය භාරයක් ඉටු මහේස්ත්රාත්වරුන්ගේ ඔවුන්ගේ මිලිටරි සාර්ථකත්වය සහතික සඳහා ඉදි කරන ලදී.","[ 'කුමක් පන්තියේ සාමාජිකයන් පැරණි රෝමයේ පූජකයන් ද?', 'මොන වගේ දේශපාලන වෙන් රෝමයේ පහව ගොස් තිබේ ද? ',' කුමක්ද රෝම ජනරජය කාල පරිච්ඡේදයක දෙවියන් වහන්සේ රෝම සඳහා පමණක් පාලනය ගෙනදෙමින් කුමන ද? ','? ',' ජයග්රාහී ජෙනරාල්වරු විසින් ඉදි නව විහාරස්ථාන බොහෝ වූ දේ යුද්ධයේ ප්රතිඵලයක් ලෙස? ']","[[{ 'පෙළ' 'ප්රභූ', 'answer_start': 63}], [{ 'පෙළ' 'පල්ලිය හා රාජ්යය', 'answer_start': 128}], [{ 'පෙළ' 'ක්රි.පූ 509-27 ',' answer_start ': 189}], [{' පෙළ '' බ්රහස්පති ',' answer_start ': 822}], [{' පෙළ '' Punic යුද්ධ ',' answer_start ': 874}]]"
