Text,Questions,Answers
"සූර්ය ශක්තිය සූර්යයාගේ සිට දීප්තිමත් ආලෝකය හා තාපය වැනි සූර්ය තාපනය, වෝල්ටීයතාව, සූර්ය තාප ශක්තිය, සූර්ය ගෘහ නිර්මාණ ශිල්පය හා කෘතිම ප්රභාසංස්ලේශණය මෙතෙක්-රීතිය තාක්ෂණයන් රැසක් භාවිතා හැසිරවිය ඇත.","[ 'කොහේද සූර්ය ශක්තිය ආවේ කොහොමද?', 'ආකාරයේ බලශක්ති මොන සූර්යයා විසින් සපයන ආලෝකය සහ තාපය සමන්විත?', 'කුමක්ද තාක්ෂණයන් සූර්යයාගේ සිට පටි සූර්ය ශක්තිය කිරීම සඳහා භාවිතා වේ?', 'කුමක්ද සූර්ය ශක්තිය ද? ']","[[{ 'පෙළ' 'සූර්යයා', 'answer_start': 44}], [{ 'පෙළ' 'සූර්ය බලශක්ති', 'answer_start': 0}], [{ 'පෙළ' 'සූර්ය තාපනය, වෝල්ටීයතාව , සූර්ය තාප ශක්තිය, සූර්ය ගෘහ නිර්මාණ ශිල්පය හා කෘතිම ප්රභාසංස්ලේෂණය ',' answer_start ': 114}], [{' පෙළ '' දීප්තිමත් ආලෝකය හා තාපය සූර්යයාගේ සිට ',' answer_start ': 16}]]"
"Kanye Omari බටහිර (/ kɑːnjeɪ /; ජූනි 8, 1977 උපත) ඇමෙරිකානු හිප් හොප් ගායක, වාර්තා නිෂ්පාදකයා, රැප්, මෝස්තර නිර්මාණ ශිල්පී, සහ ව්යවසාකයාන් වේ. ඔහු තම වැඩ කටයුතු සහ ඔහුගේ නොවළහා කතා කරන මහජන පුද්ගලයා සඳහා ප්රශංසාව හා මතභේදයට දෙකම ආකර්ෂණය, 21 වන සියවසේ වඩාත්ම පිළිගැනීමට පාත්ර වූ සංගීතවේදියෙකි අතර වේ.","[ 'කුමක්ද වසරේ Kanye උපත?', 'වගේ සංගීත කුමක්ද Kanye West ඉටු කරන්නේ කෙසේද?' ', ""මොකක්ද Kanye West මැද නම ද?"", ""Kanye West උපන් විට ද?""]","[[{ 'පෙළ' '1977', 'answer_start': 43}], [{ 'පෙළ' 'හිප් හොප්', 'answer_start': 64}], [{ 'පෙළ' 'Omari', 'answer_start ': 6}], [{' පෙළ '' ජූනි 8, 1977 ',' answer_start ': 35}]]"
"විශාල වශයෙන් ගෞතම බුදුන් ආරෝපනය ඉගැන්වීම් මත පදනම් පොදුවේ ලෙස බුදුරජාණන් වහන්සේ දන්නා සම්ප්රදායන්, විශ්වාසයන් හා ආත්මික පුරුදු විවිධ, මේ සඳහා ඇතුලත්:;: බුදු දහම / budɪzəm / ඒ nontheistic ආගම [1 සටහනක්] හෝ දර්ශනය (धम्म දහම් පාලි धर्म ධර්ම සංස්කෘත) වේ ( ""මේ අවදි එක්""). බෞද්ධ සම්ප්රදායට අනුව, බුදුන් වහන්සේ ක්රිස්තු පූර්ව 6 වන හා 4 වන සියවස් අතර වර්තමාන නේපාලය ටික ජීවත් වූ සහ, ඉන්දියානු උප මහාද්වීපය නැගෙනහිර කොටසේ, ඉගැන්වූවා. [Note 1] ඔහු හවුල් වූ ක අවදි හෝ ප්රබුද්ධ ගුරුවරයෙකු ලෙස බෞද්ධයන් විසින් පිළිගත් ජීවීහු උදව් කිරීමට විවරන අවිද්යාව හා තණ්හාව ද අතුගා දැමීම මගින් ඔවුන්ගේ දුක් වේදනා අවසන්. බෞද්ධයින්ට මෙම රඳා ඡායාරූපයේ විශේෂත්වය හා චතුරාර්ය සත්යය සෘජු අවබෝධය සහ සංජානනය මඟින් ඉටු වන බව විශ්වාස කරනවා.","[ 'ආගම කුමන ආකාරයේ බුදු දහම ද?', 'කුමක්ද මත පදනම් බුදු දහම පුරුදු ද?', 'කෝ බුද්ධ සජීවී? කළේ', 'කොහොමද බෞද්ධ ඔවුන්ගේ දුක් වේදනා අවසන් කල හැකි විශ්වාස කරන්නේ ඇයි?', 'බුද්ධ කළ දේ උගන්වනවා අවසන් දුක් දක්වා දිය යුත්තේ? ',' ආගම කුමන ආකාරයේ බුදු දහම ද? '', ""කවුද ඉගැන්වීම් මත පදනම් බුදු දහම ද?"", 'බුද්ධ ජීවත් වූ විට?', 'කෝ, උන් වහන්සේ ජීවමාන විට බුද්ධ ජීවත් වුණේ?' 'බුද්ධ සජීවී ඔහු කල්පනා කොහෙද?' ' ""කවුද ඉගැන්වීම් තියෙන්නේ මත පදනම් බුදු දහම ද?"",' පමණ බුද්ධ ජීවත්? වූ විට ',' බුදු දහම වූ ඉගැන්වීම මත පදනම් වේ? ',' කීයක් නම් උතුම් තිබේද? ',' බුද්ධ දේ උප මහාද්වීපය කොටසක් ද? ',' 'මේ අවදි එක් ""කවුද']","[[{ 'පෙළ' 'nontheistic', 'answer_start': 25}], [{ 'පෙළ' 'ගෞතම බුද්ධ ආරෝපනය ඉගැන්වීම්', 'answer_start': 202}], [{ 'පෙළ' 'present- දින නේපාලය ',' answer_start ': 402}], [{' පෙළ '' රඳා ඡායාරූපයේ විශේෂත්වය හා චතුරාර්ය සත්යය ',' answer_start සෘජු අවබෝධය සහ සංජානනය මඟින් ': 706}], [{' පෙළ '' අවිද්යාව හා තණ්හාව ද ',' answer_start ': 639}], [{' පෙළ '' nontheistic ආගම ',' answer_start ': 25}], [{' පෙළ '' ගෞතම බුද්ධ ',' answer_start ': 226}] , [{ 'පෙළ' 'ක්රිස්තු පූර්ව 6 වන හා 4 වන සියවස් අතර', 'answer_start': 429}], [{ 'පෙළ' 'වර්තමාන නේපාලය', 'answer_start': 402}], [{ 'පෙළ '' ගෞතම බුද්ධ ',' answer_start ': 226}], [{' පෙළ '' නේපාලය ',' answer_start ': 414}], [{' පෙළ '' ක්රිස්තු පූර්ව '6 වන හා 4 වන සියවස් අතර ටික, 'answer_start': 420}], [{ 'පෙළ' 'ගෞතම බුද්ධ', 'answer_start': 226}], [{ 'පෙළ' '4', 'answer_start': 449}], [{ 'පෙළ' : '' ඉන්දියානු ',' answer_start ': 381}], [{' පෙළ '' බුද්ධ ',' answer_start ': 234}]]"
"ඇමරිකානු රූපවලට ඇමරිකානු ගායනා තරගයෙන් මාලාවක් සීමොන් ෆුලර් මගින් නිර්මාණය කරන අතර, 19 විනෝදාස්වාදය විසින් නිෂ්පාදනය වන අතර, FremantleMedia උතුරු ඇමරිකාවේ විසින් බෙදාහරිනු ලැබේ. එය බ්රිතාන්ය මාලාවක් පොප් රූපවලට වූ අතර එතැන් සිට ඇමරිකානු රූපවාහිනී ඉතිහාසයේ වඩාත් සාර්ථක සංදර්ශන බවට පත්ව ඇත මත පදනම් වූ පිළිම නමස්කාරයෙන් ආකෘතිය සඳහා එකතු කිරීමක් ලෙස, 2002 ජුනි මස 11 වැනි දින ෆොක්ස් මත මුලූමනින්ම ආරම්භ විය. තරගාවලියේ සංකල්පය ඇමරිකාවේ ප්රේක්ෂකයන් විසින් තීරණය කරනු ලබන ජයග්රහණයත් සමග, නව ඒකල පටිගත කලාකරුවන් සොයා ගැනීම යි. දුරකතන, අන්තර්ජාල, සහ කෙටි පණිවුඩ පෙළ ඡන්දය හරහා ප්රේක්ෂකයන් විසින් තෝරා ජයග්රාහකයින් කෙලී Clarkson, රූබන් Studdard, Fantasia Barrino, කැරී අන්ඩර්වුඩ්, ටේලර් හික්ස්, Jordin පුළිඟු, ඩේවිඩ් කුක්, තරහක් ඇලන් ලී DeWyze, ස්කෝටි McCreery, පිලිප් පිලිප්ස්, Candice Glover විය, කාලෙබ් ජොන්සන් සහ නික් Fradiani.","[ 'කවුද ඇමරිකානු රූපවලට නිර්මාතෘ ද?' 'ඇමරිකානු රූප නිෂ්පාදනය කුමක්ද සමාගම?', 'කුමක්ද වසරේ ඇමරිකානු රූපවලට පත්කිරීම ආරම්භ කළේ?', 'කුමක්ද බ්රිතාන්ය පෙන්වන්න මත පදනම් ඇමරිකානු පිළිම නමස්කාරයෙන් ආකෘතිය ද?', 'ජාලය කුමක්ද රූපවාහිනී මත ඇමරිකානු රූපවලට ගුවන්? ',' ඇමරිකානු රූපවලට නිෂ්පාදනය කුමක්ද සමාගම? ',' කුමක්ද බ්රිතාන්ය මාලාවක් මත පදනම් ඇමරිකානු පිළිම නමස්කාරයෙන් ආකෘතිය ද? ',' ඇමරිකානු රූපවලට නිර්මාණය කවුද? ',' ඇමරිකානු රූපවලට ඉදිරිපත් කවුද? ',' ඇමරිකානු රූපවලට කවදාද රූපවාහිනියේ ප්රථම ගුවන්? ',' ඇමරිකානු රූපවලට මත පදනම් විය බ්රිතාන්ය පෙන්වන්න කුමක්ද? ']","[[{ 'පෙළ' 'සීමොන් ෆුලර්', 'answer_start': 67}], [{ 'පෙළ': '19 විනෝදාස්වාදය ',' answer_start ': 96}], [{' පෙළ '' 2002 ',' answer_start ': 201}], [{' පෙළ '' පොප් රූපවලට ',' answer_start ': 270}], [{' පෙළ '' ෆොක්ස් ',' answer_start ': 185}], [{' පෙළ ': '19 විනෝදාස්වාදය ',' answer_start ': 96}], [{' පෙළ '' පොප් රූපවලට ',' answer_start ': 270}], [{' පෙළ '' සීමොන් ෆුලර් ',' answer_start ': 67}] , [{ 'පෙළ': '19 විනෝදාස්වාදය ',' answer_start ': 96}], [{' පෙළ '' ජූනි 11, 2002 ',' answer_start ': 192}], [{' පෙළ '' පොප් රූපවලට ',' answer_start ': 270}]]"
"දේශීය බල්ලා (Canis lupus familiaris හෝ Canis familiaris) විවිධ හැසිරීම්, සංවේදක හැකියාවන්, සහ භෞතික ලක්ෂණ සඳහා වසර දහස් ගණනක් තිස්සේ තෝරා බෝ කර ඇති ගෘහස්ථගත canid වේ.","[ 'කුමක්ද හීලෑ බල්ලන් සඳහා තුන් වචනය ලතින් නාමය ද?', 'Canis familiaris කුමක්ද?' ', විවිධ හැසිරීම් හා භෞතික ගුණාංග සමග,' කොච්චර කාලයක් දේශීය බල්ලා තෝරා බෝ වී ඇත? ',' බෝ දේශීය බල්ලන් දේ සදහා?']","[[{ 'පෙළ' 'Canis lupus familiaris', 'answer_start': 18}], [{ 'පෙළ' 'දේශීය බල්ලා', 'answer_start': 4}], [{ 'පෙළ' 'වසර දහස් ගණනක්', 'answer_start': 122}], [{ 'පෙළ' 'සංවේදක හැකියාවන්', 'answer_start': 155}]]"
"2008 ගිම්හාන ඔලිම්පික් ගිනිසිළුව මාර්තු 24 සිට 2008 අගෝස්තු 8, තුරු, 2008 ගිම්හාන ඔලිම්පික් ක්රීඩා පෙර, ""එක ලෝක එක් සිහිනය"" යන තේමාව සමඟ ක්රියාත්මක කරන ලදී. සහාය දිවීමේ සඳහා සැලසුම් බීජිං, චීනයේ, 2007 අප්රේල් මස 26 වන දින ප්රකාශයට පත් කරන ලදී. ද ""සහජීවනයේ ගමන"" ලෙස සංවිධායකයන් විසින් කැඳවා සහාය දිවීමේ,, 129 දින පැවති අතර පන්දම 137.000 ක් (සැතපුම් 85,000) සිදු - සම්ප්රදාය ඉදිරියට 1936 දී ගිම්හාන ඔලිම්පික් ආරම්භ කරන ලදී පටන් ඕනෑම ඔලිම්පික් ගිනිසිළුව දිගම දුර.","[ 'ඔලිම්පික් ක්රීඩා ආරම්භ කිරීමට පෙර, ඔලිම්පික් ගිණි සිළුව රැගෙන ජනතාවගේ සම්ප්රදාය කවදාද?', 'දින කීයක් ජනතාව ඔලිම්පික් ගිනිසිළුව ධාවකයන් 2008 ගිම්හාන ඔලිම්පික් ක්රීඩා පෙර ඉටු කළේ කොහොමද?', 'ද ගිනිසිළුව සඳහා තේමාව වූයේ කුමක්ද?' ', 'මේ ගිනිසිළුව විස්තර දැන දැන කොහෙන්ද?', '' ඔබ කුමක් පන්දම සංවිධායකයන් එය අමතන්න සහය දිවීමේ? කළේ, '' 2008 වසරේ ඔලිම්පික් සටන් පාඨය කුමක්ද? ', ද ගිනිසිළුව කුමක්ද සංවිධායකයන් විසින් ලෙස සඳහන්? ',' කීයක් සැතපුම් ඔලිම්පික් ගිණි සිළුව කොකාවිල් සම්ප්රේෂණ ද? ']","[[{ 'පෙළ' '1936 ගිම්හාන ඔලිම්පික් ක්රීඩා.', 'Answer_start': 457}], [{ 'පෙළ' '129 දින', 'answer_start': 308}], [{ 'පෙළ' 'එක් ලෝක එක් සිහිනය ',' answer_start ': 135}], [{' පෙළ '' එකමුතු ගමන ',' answer_start ': 280}], [{' පෙළ '' එක් ලෝක එක් සිහිනය ',' answer_start ' : 135}], [{ 'පෙළ' '. බීජිං, චීනය', 'answer_start': 215}], [{ 'පෙළ' '' එකමුතු ගමන "" ',' answer_start ': 279}], [{ 'පෙළ': '85, 000 සැත ',' answer_start ': 351}]]"
"නවීන අණුක ජීව විද්යාව සහ ජාන විද්යාව දී, වලාකුළු වැනි ස්වරූපයක් ජීවියකුගේ ජානමය ද්රව්ය වේ. එය (RNA වෛරස් හෝ RNA) ප්රජාතන්ත්රවාදී ජාතික සන්ධානයේ කින් සමන්විත වේ. ජෙනෝමය ජාන හා ප්රජාතන්ත්රවාදී ජාතික සන්ධානයේ / RNA වල කේතනය නොකරන අනුක්රමය දෙකම ඇතුළත් වේ.","[ 'ජෙනෝමය අධ්යයනය දේ විද්යා ක්ෂේත්රය ඇත දී?', 'කුමක්ද මිනිස් ජාන අන්තර්ගත වන්නේ?', 'මොන වයිරස් වල ප්රවේණික තොරතුරු සමන්විත වන්නේ මොනවායින් ද?', 'කොහොමද ලෙස RNA විද්යාඥයන් වර්ගීකරණය කරන්නේ කෙසේද?', 'අණුවක් කුමක්ද අඩංගු? ',' ජාන එක දෙයක් කුමක්ද? ',' වෛරසය RNA ඇතුළත් වනුයේ මොනවාද? ',' අධ්යයනය අණුවක් ගොඩනැගීමට ක්ෂේත්රය කුමක්ද? ']","[[{ 'පෙළ' 'අණුක ජීව විද්යාව සහ ජාන විද්යාව', 'answer_start': 10}], [{ 'පෙළ' 'ප්රජාතන්ත්රවාදී ජාතික සන්ධානයේ', 'answer_start': 108}], [{ 'පෙළ' 'RNA', 'answer_start': 116}], [], [], [], [], []]"
"පරිපූර්ණ පාසල් අධ්යයන ජයග්රහණය හෝ අභියෝගතා පදනම මත එහි ප්රමාණය තෝරා නොවන බව රාජ්ය පාසලකි. මෙම ඇතුළත් තේරීම් නිර්ණායක මත සීමා වි තෝරා පාසල් පද්ධතිය, හාත්පසින්ම වෙනස් වේ. මෙම පදය පොදුවේ පුළුල් පාසල් 1940 ගනන්වල පර්යේෂණ පදනමින් වූ හඳුන්වා දුන් අතර, බ්රිතාන්ය ද්විතීයික පාසල් සිසුන්ට 90% ක් පමණ 1965 සිට තවත් පුලුල් පරිමානයකින් බවට පත් විය සිටි එංගලන්තය සහ වේල්ස් සම්බන්ධයෙන් භාවිතා දැන් පුළුල් පාසල් පැමිණීම. ඔවුන් එක්සත් ජනපදය හා කැනඩාව යන රටවල රාජ්ය උසස් පාසල් හා ජර්මානු Gesamtschule කිරීමට පුළුල් වශයෙන් අනුරූප. [තහවුරු කරන්න]","[ 'ආකාරයේ පාසල් මොන අධ්යයන කුසලතා මත එහි ඇතුළත් කර පදනම් වන්නේ නැහැ?', 'ආකාරයේ පාසල් පද්ධතිය විනිසුරු රෝගීන් සඳහා අධ්යයන සාර්ථකත්වය භාවිතා කුමක්ද?', 'කුමන රටවල් පුළුල් පුළුල් යොදා ගන්නා පාසල්?', 'ද්විතීයික පාසල් සිසුන් පරිපූර්ණ සහභාගී කීයක් එංගලන්තයේ පාසල්? ',' විස්තීර්ණ පාසල් ජර්මානු ඇනෙලොග් යනු කුමක්ද? ',' ආකාරයේ පාසල් අධ්යයන කුසලතා මත එහි ඇතුළත් කර පදනම් කුමක්ද? ',' ආකාරයේ පාසල් පද්ධතිය විනිසුරු රෝගීන් සඳහා අධ්යයන අසාර්ථක භාවිතා කුමක්ද? ',' කුමක්ද රටවල් භාවිතා නොකරන පරිපූර්ණ පාසල් පුළුල්? ',' කීයක් ද්විතීයික පාසල් සිසුන් ස්කොට්ලන්තයේ පුළුල් පාසල් පැමිණීම? ',' මොන පුළුල් පාසලේ ඔස්ට්රියානු ඇනෙලොග් ද? ']","[[{ 'පෙළ' 'පුළුල් පාසල්', 'answer_start': 2}], [{ 'පෙළ' 'තෝරාගත් පාසල් පද්ධතිය', 'answer_start': 150}], [{ 'පෙළ' 'එංගලන්තයේ හා වේල්සයේ ',' answer_start ': 282}], [{' පෙළ ': '90%', 'answer_start': 427}], [{ 'පෙළ' 'Gesamtschule', 'answer_start': 600}], [], [], [], [], []]"
"කොංගෝ ජනරජය (ප්රංශ: République ඩි කොංගෝ), ද කොංගෝ, කොංගෝ ජනරජය, බටහිර කොංගෝ [තහවුරු කරන්න], හෝ කොංගෝ-Brazzaville ලෙස හඳුන්වනු, මධ්යම අප්රිකාවේ පිහිටි රටකි. ගැබොන් බටහිරින්,: එය රටවල් පහ මායිම් වන්නේ වයඹ කැමරූන්, මධ්යම අප්රිකානු ජනරජයේ ඊසාන; නැගෙනහිර සහ දකුණු දෙසට වන්නට පිහිටා ඇති, කොංගෝ ප්රජාතන්ත්රවාදී ජනරජය; හා නිරිත දෙසින් Cabinda ක ඇන්ගෝලානු.","[ 'කුමක්ද කොංගෝ සමූහාණ්ඩුව සඳහා ප්රංශ කාලීන ද?' ', ""කොංගෝ ඊසානදිග දේශ සීමාව කුමන රටේ බොරු?"", ""කොංගෝ බටහිර මායිමේ දිෂ් රටේ බොරු?"", ""කුමන රට කොංගෝ වයඹදිග දේශසීමාවේ බොරු?', ' ගැබොන් බටහිර දේශ සීමාවේ රටට ',' කුමක්ද වයඹ දෙසින් කැමරූන් මායිම්? ',' කොංගෝ ජනරජය සඳහා ඇන්ගෝලානු නම කුමක්ද? අප්රිකාව කුමන කොටසක් කොංගෝ පිහිටා ඇත? ','? ',' යනු කුමක්ද ගැබොන් සඳහා ප්රංශ නම? ',' මධ්යම අප්රිකානු ජනරජයේ ලෙස කුමක්ද දන්නා? ']","[[{ 'පෙළ' 'République ඩි කොංගෝ', 'answer_start': 35}], [{ 'පෙළ' 'මධ්යම අප්රිකානු ජනරජය', 'answer_start': 269}], [{ 'පෙළ' 'ගැබොන්' 'answer_start': 219}], [{ 'පෙළ' 'කැමරූන්', 'answer_start': 238}], [{ 'පෙළ' 'මධ්යම අප්රිකාව', 'answer_start': 169}], [], [ ], [], [], []]"
"ඒ අගමැති බොහෝ විට පාර්ලිමේන්තු හෝ අර්ධ-ජනාධිපති ක්රමය, රජයේ විධායක ශාඛාව කැබිනට් වඩාත් ජ්යෙෂ්ඨ අමාත්ය වේ. බොහෝ පද්ධති අගමැති තේරීම සහ ආණ්ඩුව තුළ කැබිනට් වෙනත් සාමාජිකයන්, සහ වෙන් තනතුරු සාමාජිකයන්ට සේවයෙන් ඉවත් විය හැක. බොහෝ පද්ධති, අගමැති කැබිනට් මණ්ඩලයේ මුලසුන සාමාජික සහ සභාපති වේ. පද්ධති සුලුතරයක්, විශේෂයෙන් රජයේ අර්ධ ජනාධිපති පද්ධති, අගමැති සිවිල් සේවයේ කළමනාකරණය සහ රාජ්ය නායකයා විසින් නියම කළ දඬුවම ක්රියාත්මක කිරීමට පත් කරනු ලැබූ නිල වේ.","[ 'අගමැති පෙරමුණ කරන්නේ රජය මොන ශාඛා?', 'කුමක්ද කණ්ඩායමේ? භාර සාමාන්යයෙන් අගමැති වේ', 'අර්ධ-ජනාධිපති පද්ධති වැනි සමහර දේශපාලන ආකෘති දී, අගමැති දේ කළමනාකරණය කරන්නේ කෙසේද?', 'කවුද අධිකරණමය තීන්දු පිළිබඳ ජ්යෙෂ්ඨ අමාත්ය ද? ',' අගමැති සුපරීක්ෂාව කුමක්ද පිරිසක්? ',' කවුද අගමැති තෝරා? ',' පද්ධතිය මොන වගේ අගමැති රාජ්ය නායකයා වන්නේ ඇයි? ']","[[{ 'පෙළ' 'විධායක', 'answer_start': 63}], [{ 'පෙළ' 'කැබිනට්', 'answer_start': 48}], [{ 'පෙළ' 'සිවිල් සේවය', 'answer_start ': 524}], [], [], [], []]"
"තාක්ෂණය ආයතනය (ද: තාක්ෂණය විශ්ව විද්යාල, බහු විශ්ව විද්යාල, technikon, සහ තාක්ෂණික විද්යාලය) ඉගෙන ආයතන උපාධි විවිධ වර්ගයේ ප්රදානය හා අධ්යාපන පද්ධතිය විචල්ය මට්ටමේ බොහෝ විට ක්රියාත්මක පුළුල් පරාසයක සේවය සඳහා තනතුර ය. එය විද්යාව, ඉංජිනේරු විද්යාව, සහ තාක්ෂණය හෝ තාක්ෂණික විෂයන් විවිධ ආකාරයේ විශේෂිත, උසස් අධ්යාපනය සහ උසස් ඉංජිනේරු සහ විද්යාත්මක පර්යේෂණ හෝ වෘත්තීය අධ්යාපන හා වෘත්තීය අධ්යාපනය පිළිබඳ ආයතනයක් විය හැකිය. එය ද වෘත්තීය පුහුණු අවධානය යොමු ද්විතියික අධ්යාපනය පාසල් වෙත යොමු කළ හැක. තාක්ෂණය කාලීන ආයතනය බොහෝ විට තොරතුරු තාක්ෂණ සංක්ෂිප්ත අතර තොරතුරු තාක්ෂණය සමග පටලවා නැහැ [තහවුරු කරන්න].","[ ""කුමක්ද තාක්ෂණය කාලීන ආයතනය සඳහා පොදු පලාෙත් ෙකටි නාමය ද?""]","[[{ 'පෙළ' 'තොරතුරු තාක්ෂණ', 'answer_start': 665}]]"
"මෙම Wayback යන්ත්රය ලෝක ව්යාප්ත ජාලය සහ අන්තර්ජාල ලේඛනාගාරය, සැන් ෆ්රැන්සිස්කෝ, කැලිෆෝනියාවේ පදනම් වූ ලාභ නොලබන සංවිධානයක්, එක්සත් ජනපදය විසින් නිර්මාණය කරන අන්තර්ජාලය මත අනෙක් තොරතුරු ඩිජිටල් සංරක්ෂිත. එය බ්රූස්ටර් Kahle සහ බෲස් Gilliat විසින් පිහිටවූවක්, සහ ඇලෙක්සා අන්තර්ජාලයේ සිට අන්තර්ගත සහිත පවත්වාගෙන යනු ලැබේ. මෙම සේවාව සංරක්ෂිතයෙන් හඳුන්වාගන්නා කාලය හරහා වෙබ් පිටු දිගහැරී අනුවාද බැලීමට, පරිශීලකයන් හැකියාව ""ත්රිමාණ දර්ශකය.""","[ 'මේ Wayback යන්ත්රය කළ කුමන සමාගම?' 'කොහෙද Wayback යන්ත්රය මත ගබඩා කර ඇති තොරතුරු පැමිණෙන්නේ කෙසේද?' ',' 'අන්තර්ජාල ලේඛනාගාරය මූලස්ථානය කොහෙද?', 'අන්තර්ජාල ලේඛනාගාරය ආරම්භ කුමක්ද පුද්ගලයින්?', 'යන වචනය භාවිතා කරන්නේ කුමක්ද අන්තර්ජාල ලේඛනාගාරය විසින් Wayback යන්ත්රය විස්තර කිරීමට? ',' කෝ අන්තර්ජාල ලේඛනාගාරය මත ගබඩා කර ඇති තොරතුරු පැමිණෙන්නේ කෙසේද? ',' ලෝක ව්යාප්ත වෙබ් කර කුමන සමාගම? ',' කෝ බෲස් Gillat මූලස්ථානය? ',' ආරම්භ කුමක්ද පුද්ගලයන් ලෝක ව්යාප්ත වෙබ්? ',' ද Wayback යන්ත්රය විස්තර කිරීම සඳහා ලෝක ව්යාප්ත වෙබ් විසින් භාවිතා කරන වචනය කුමක්ද? ']","[[{ 'පෙළ' 'ලෝක ව්යාප්ත වෙබ්', 'answer_start': 48}], [{ 'පෙළ' 'අන්තර්ජාල ලේඛනාගාරය', 'answer_start': 116}], [{ 'පෙළ' 'සැන් ෆ්රැන්සිස්කෝ' 'answer_start': 169}], [{ 'පෙළ' 'බ්රූස්ටර් Kahle සහ බෲස් Gilliat', 'answer_start': 228}], [{ 'පෙළ' 'මාන දර්ශකය තුනක්', 'answer_start': 418}] , [], [], [], [], []]"
"ද, හත් එක්සත් නෙදර්ලන්ත ජනරජය (Zeven Verenigde Nederlanden ඩර් Republiek) හත් එක්සත් පළාත් (Zeven Verenigde Provinciën ඩර් Republiek) එක්සත් නෙදර්ලන්තය හෝ ජනරජය ජනරජය ලෙස හඳුන්වන ලන්දේසි ජනරජය, 1581 සිට පවතින යුරෝපයේ ජනරජයක් විය , නෙදර්ලන්තය කොටසක් ස්පාඤ්ඤ පාලනයට වෙන් විට, 1795. තෙක් එය බතාවියානු ජනරජය, ඕලන්දය රාජධානිය, නෙදර්ලන්තය, එක්සත් රාජධානිය, සහ නෙදර්ලන්ත අවසානයේ නූතන රාජ්යය පෙර. විකල්ප නම් එක්සත් පළාත් (Verenigde Provinciën), මයික්රොනීසියා ලන්දේසි පළාත් (Foederatae Belgii Provinciae), සහ ලන්දේසි සම්මේලනය (Belgica Foederata) ඇතුළත් වේ.","[ 'සමහර වෙනත් නම් ලන්දේසි ජනරජය විසින් දන්නා? මොනවාද', 'ලන්දේසි ජනරජයේ යුරෝපයේ ජනරජයක් දේ කාලය තුළ දී ද?', 'ලන්දේසි ජනරජයේ ඉදිරියට කුමක් සමූහාන්ඩු කළේ ඇයි?', 'ද ලෙස හැඳින්වේ කුමක්ද මෙම දාහතක් එක්සත් නෙදර්ලන්තය ජනරජය? ',' විට ස්පාඤ්ඤයේ කොටසක් නෙදර්ලන්ත වෙන් කළේ ඇයි? ',' මෙම බතාවියානු Repulic ජනරජයේ වෙනත් කුමන පෙර? ',' ලෙස පසුව හඳුන්වනු නෙදර්ලන්ත රාජධානිය කුමක්ද? ',' කුමක්ද වසරේ ඕලන්දය වූ රාජ්යය දේ කාලය තුළ ස්පාඤ්ඤ ජනරජයේ පැවැත්මේ ආරම්භය සලකුනු? ',' කුමක්ද සමූහාන්ඩු ස්පාඤ්ඤ රාජ්යය පෙර ආවේ ඇයි? ',' ද Batvian ජනරජය විසින් දන්නා තවත් නම් මොනවාද? ',' යුරෝපයේ ජනරජයක්? ',' නම එක් නම Batvian ජනරජයේ ලෙස හඳුන්වනු ලැබේ? ']","[[{ 'පෙළ' 'එක්සත් පළාත් (Verenigde Provinciën), මයික්රොනීසියා ලන්දේසි පළාත් (Foederatae Belgii Provinciae), සහ ලන්දේසි සම්මේලනය (Belgica Foederata)', 'answer_start': 538}], [{ 'පෙළ' 'සිට 1581, නෙදර්ලන්තය කොටසක් 1795 ',' answer_start තෙක්, ස්පාඤ්ඤ පාලනය වෙන් විට ': 279}], [{' පෙළ '' බතාවියානු ජනරජය, ඕලන්දය රාජධානිය, නෙදර්ලන්තය, එක්සත් රාජධානිය, සහ අවසානයේ දී නූතන නෙදර්ලන්ත රාජධානිය ',' answer_start ': 376}], [], [], [], [], [], [], [], [], []]"
